track_name,track_uri,rank,track_name1,first_artist,second_artist,year,track_name2,track_uri1,track_match,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri2,duration_ms,time_signature,key_mode
The Ballad of Bonnie  Clyde,1C2K7ouw8OYXVThAnSXID9,29,The Ballad of Bonnie and Clyde,"Georgie Fame
",NA,1968,NA,NA,TRUE,0.706,0.467,G,-9.523,major,0.0852,0.713,0,0.253,0.735,107.053,1C2K7ouw8OYXVThAnSXID9,189947,4,G major
Those Were the Days  Official 1977 Rerecording,6NmdCdQGOBVxVLIIJdPw3z,30,Those Were the Days,"Mary Hopkin
",NA,1968,NA,NA,TRUE,0.362,0.325,F#,-7.454,minor,0.0302,0.799,4.81e-4,0.0988,0.605,177.163,6NmdCdQGOBVxVLIIJdPw3z,301291,4,F# minor
Born To Be Wild,3lN8PP6R2IxbLP05QpYXng,31,Born to Be Wild,"Steppenwolf
",NA,1968,NA,NA,TRUE,0.439,0.737,D,-12.054,major,0.115,0.273,0.28,0.228,0.533,145.942,3lN8PP6R2IxbLP05QpYXng,212893,4,D major
Cowboys to Girls,6n3WVi0pxFQuAjAQRPPryY,32,Cowboys to Girls,"The Intruders
",NA,1968,NA,NA,TRUE,0.278,0.432,E,-9.181,major,0.0402,0.797,0,0.732,0.838,208.007,6n3WVi0pxFQuAjAQRPPryY,159080,4,E major
Simon Says  Remastered,5IIwfioAOLmPFkD6ESOmvJ,33,Simon Says,"1910 Fruitgum Company
",NA,1968,NA,NA,TRUE,0.777,0.693,E,-7.65,major,0.0343,0.24,3e-4,0.307,0.985,135.348,5IIwfioAOLmPFkD6ESOmvJ,135493,4,E major
Lady Willpower,2v32CGfALncxmdlF4JbKZ4,34,Lady Willpower,"Gary Puckett & The Union Gap
",NA,1968,NA,NA,TRUE,0.548,0.518,D,-8.037,major,0.0288,0.506,0,0.435,0.617,122.811,2v32CGfALncxmdlF4JbKZ4,159533,4,D major
A Beautiful Morning,3QwbKe0s8TcNclzXAXHeHy,35,A Beautiful Morning,"The Rascals
",NA,1968,NA,NA,TRUE,0.503,0.484,F,-12.833,minor,0.0311,0.399,0,0.345,0.8,122.203,3QwbKe0s8TcNclzXAXHeHy,151800,4,F minor
The Look Of Love,7bKz5EwXCx6zUSJWRGrnty,36,The Look of Love,"Sérgio Mendes
",NA,1968,NA,NA,TRUE,0.645,0.61,C,-8.262,major,0.0319,0.816,1e-5,0.0757,0.687,114.843,7bKz5EwXCx6zUSJWRGrnty,155533,4,C major
Hold Me Tight,21ErYfB6YWSahxw9l9jBMA,37,Hold Me Tight,"Johnny Nash
",NA,1968,NA,NA,TRUE,0.78,0.436,D#,-9.223,minor,0.0538,0.668,5.8e-5,0.214,0.765,90.438,21ErYfB6YWSahxw9l9jBMA,162867,4,D# minor
Yummy Yummy Yummy,6WvbMOjKf5y3CAHn4ubwlp,38,Yummy Yummy Yummy,"Ohio Express
",NA,1968,NA,NA,TRUE,0.7,0.718,C,-6.967,major,0.0296,0.592,0.0022,0.0999,0.967,131.48,6WvbMOjKf5y3CAHn4ubwlp,140427,4,C major
Fire,44Y5Yh5OSciJB6ODlAhlHo,39,Fire,"The Crazy World of Arthur Brown
",NA,1968,NA,NA,TRUE,0.435,0.912,F,-6.895,minor,0.0965,0.554,0.547,0.773,0.321,138.566,44Y5Yh5OSciJB6ODlAhlHo,175893,4,F minor
Love Is All Around,5dssPp9k7Fc4zeyFWaObFM,40,Love Is All Around,"The Troggs
",NA,1968,NA,NA,TRUE,0.44,0.577,D,-7.102,major,0.0332,0.471,4.87e-4,0.0752,0.56,98.541,5dssPp9k7Fc4zeyFWaObFM,181333,4,D major
Playboy,38oxfanJPfHIGDDg1BCtGT,41,Playboy,"Gene & Debbe
",NA,1968,NA,NA,TRUE,0.598,0.446,D,-11.247,major,0.0317,0.414,0,0.159,0.394,104.212,38oxfanJPfHIGDDg1BCtGT,175720,4,D major
Theme From Valley of the Dolls,021O8Fvrww2EJB8220tgXo,42,Theme from Valley of the Dolls,"Dionne Warwick
",NA,1968,NA,NA,TRUE,0.23,0.273,F,-13.277,major,0.0352,0.871,2.21e-6,0.059,0.0868,74.919,021O8Fvrww2EJB8220tgXo,218840,4,F major
Classical Gas,48oT10cTda4pZUlYfqxlPR,43,Classical Gas,"Mason Williams
",NA,1968,NA,NA,TRUE,0.474,0.722,A,-10.603,minor,0.0348,0.843,0.902,0.103,0.713,155.516,48oT10cTda4pZUlYfqxlPR,184067,4,A minor
Slip Away,7r3Hwig1mvtlVq0ZbJ09Wb,44,Slip Away,"Clarence Carter
",NA,1968,NA,NA,TRUE,0.784,0.433,C#,-9.1,major,0.0376,0.299,1.6e-4,0.0248,0.917,113.491,7r3Hwig1mvtlVq0ZbJ09Wb,153298,4,C# major
Girl Watcher,1hW5sYd3UdKW3cYvXjgRWj,45,Girl Watcher,"The O'Kaysions
",NA,1968,NA,NA,TRUE,0.657,0.553,A,-9.017,major,0.0434,0.761,9.01e-5,0.23,0.884,92.753,1hW5sYd3UdKW3cYvXjgRWj,156507,4,A major
Since Youve Been Gone Sweet Sweet Baby,3lrSnngQqNWgvQmcFbCJCx,46,Sweet Sweet Baby Since Youve Been Gone,"Aretha Franklin
",NA,1968,NA,NA,TRUE,0.708,0.67,D#,-8.142,major,0.029,0.471,0.0314,0.0631,0.94,117.149,3lrSnngQqNWgvQmcFbCJCx,145507,4,D# major
Green Tambourine,70jnaGaj1rtpyABfUURpvr,47,Green Tambourine,"The Lemon Pipers
",NA,1968,NA,NA,TRUE,0.503,0.614,G,-7.814,major,0.0283,0.123,0.023,0.17,0.313,111.148,70jnaGaj1rtpyABfUURpvr,147e3,4,G major
1 2 3 Red Light,70Fh5TuuER28hcq407Xxqc,48,1 2 3 Red Light,"1910 Fruitgum Company
",NA,1968,NA,NA,TRUE,0.617,0.465,C,-15.768,minor,0.0426,0.0538,0,0.118,0.908,117.428,70Fh5TuuER28hcq407Xxqc,154293,4,C minor
Reach Out Of The Darkness,3DrlHWCoFqHQYGwE8MWsuv,49,Reach out of the Darkness,"Friend & Lover
",NA,1968,NA,NA,TRUE,0.633,0.418,D,-13.156,major,0.0327,0.0222,0.0274,0.0755,0.822,116.426,3DrlHWCoFqHQYGwE8MWsuv,190707,4,D major
Jumpin Jack Flash  Mono  Remastered,55LRDFmsuazr533WrtHHW9,50,Jumpin Jack Flash,"The Rolling Stones
",NA,1968,NA,NA,TRUE,0.594,0.891,D#,-7.329,major,0.0471,0.0495,0.794,0.0704,0.717,137.358,55LRDFmsuazr533WrtHHW9,219467,4,D# major
MacArthur Park,5DBEFajBEaHgbbwe7oN0KP,51,MacArthur Park,"Richard Harris
",NA,1968,NA,NA,TRUE,0.311,0.362,A#,-15.554,major,0.0282,0.791,0.628,0.158,0.376,86.438,5DBEFajBEaHgbbwe7oN0KP,450107,4,A# major
Light My Fire,2wWdwNwfYiI7bSCGYtq0Un,52,Light My Fire,"José Feliciano
",NA,1968,NA,NA,TRUE,0.479,0.546,E,-6.619,minor,0.035,0.708,0.031,0.35,0.761,108.372,2wWdwNwfYiI7bSCGYtq0Un,215133,4,E minor
I Love How You Love Me,0wdRsrWCjLQPQpYAlh86p8,53,I Love You,"People!
",NA,1968,NA,NA,TRUE,0.301,0.174,G,-11.007,major,0.0437,0.917,1.35e-5,0.22,0.222,183.362,0wdRsrWCjLQPQpYAlh86p8,125611,3,G major
Take Time To Know Her,1JI9q9tRbtgZ0QSoAaGQtk,54,Take Time to Know Her,"Percy Sledge
",NA,1968,NA,NA,TRUE,0.321,0.337,D,-12.825,major,0.0427,0.698,0.00116,0.0721,0.371,155.279,1JI9q9tRbtgZ0QSoAaGQtk,185107,3,D major
Pictures of Matchstick Men  Mono Version,0MRs5O62wfDgf5cQKalrPq,55,Pictures of Matchstick Men,"Status Quo
",NA,1968,NA,NA,TRUE,0.241,0.604,G,-3.817,major,0.0313,0.0672,4.98e-5,0.0541,0.417,173.134,0MRs5O62wfDgf5cQKalrPq,190600,4,G major
Summertime Blues,6iWaf45YIhj0YT8GFGxsw0,56,Summertime Blues,"Blue Cheer
",NA,1968,NA,NA,TRUE,0.45,0.513,G,-9.662,minor,0.0571,0.473,2.4e-4,0.31,0.635,138.341,6iWaf45YIhj0YT8GFGxsw0,226907,4,G minor
Aint Nothing Like The Real Thing,2ofLoOHBrO5Fap02WmXNX4,57,Aint Nothing Like the Real Thing,"Marvin Gaye & Tammi Terrell
",NA,1968,NA,NA,TRUE,0.609,0.674,G#,-7.676,major,0.0427,0.164,0.00207,0.424,0.814,93.587,2ofLoOHBrO5Fap02WmXNX4,135360,4,G# major
I Got The Feelin,7reGxEWg0JGotK561kvmqa,58,I Got the Feelin,"James Brown
",NA,1968,NA,NA,TRUE,0.891,0.673,F,-8.703,major,0.0792,0.229,0.132,0.159,0.886,128.222,7reGxEWg0JGotK561kvmqa,157667,4,F major
Ive Gotta Get A Message To You,4xCVHlmzEyIn1t4gXYsMaf,59,Ive Gotta Get a Message to You,"The Bee Gees
",NA,1968,NA,NA,TRUE,0.454,0.6,C,-6.324,major,0.0267,0.0368,3.74e-6,0.23,0.478,83.364,4xCVHlmzEyIn1t4gXYsMaf,177440,4,C major
Lady Madonna  Remastered 2015,1raiIrqaqRAqZmQWZlLuBd,60,Lady Madonna,"The Beatles
",NA,1968,NA,NA,TRUE,0.65,0.777,D,-4.984,major,0.0294,0.141,0.343,0.215,0.574,109.608,1raiIrqaqRAqZmQWZlLuBd,136827,4,D major
Hurdy Gurdy Man,7AL6qzIDHIX7pEUWrzNiIs,61,Hurdy Gurdy Man,"Donovan
",NA,1968,NA,NA,TRUE,0.405,0.463,C,-16.167,major,0.0542,0.00379,0.0442,0.392,0.542,79.451,7AL6qzIDHIX7pEUWrzNiIs,193467,4,C major
Magic Carpet Ride,4c4jJJoaiY21t2TyRZgdWS,62,Magic Carpet Ride,"Steppenwolf
",NA,1968,NA,NA,TRUE,0.63,0.64,E,-14.928,minor,0.053900000000000003,0.156,0.237,0.0395,0.833,111.655,4c4jJJoaiY21t2TyRZgdWS,271573,4,E minor
Bottle Of Wine,0wegjSmMmGyIt8hr0KCu9u,63,Bottle of Wine,"The Fireballs
",NA,1968,NA,NA,TRUE,0.65,0.8,A,-8.202,major,0.0321,0.00849,0.155,0.0678,0.956,136.2,0wegjSmMmGyIt8hr0KCu9u,130227,4,A major
Stay In My Corner,6oavqtFYgu0Zdpgesza6f4,64,Stay in My Corner,"The Dells
",NA,1968,NA,NA,TRUE,0.385,0.25,F,-14.912,major,0.0286,0.448,1.36e-5,0.841,0.351,85.356,6oavqtFYgu0Zdpgesza6f4,373560,3,F major
Sunrise Serenade,0cEmmzkWVSRwRkiE6ZtS1J,65,Soul Serenade,"Willie Mitchell
",NA,1968,NA,NA,TRUE,0.795,0.478,C,-9.01,major,0.0337,0.692,0.925,0.108,0.746,102.163,0cEmmzkWVSRwRkiE6ZtS1J,145827,4,C major
Delilah,2v8B8d17Xxu9uLU5sNiHSL,66,Delilah,"Tom Jones
",NA,1968,NA,NA,TRUE,0.529,0.497,A,-10.924,minor,0.0273,0.614,2.12e-6,0.549,0.791,95.908,2v8B8d17Xxu9uLU5sNiHSL,204160,1,A minor
Nobody But Me,4QkvD53COA5qLA7rQ1Pa7D,67,Nobody but Me,"The Human Beinz
",NA,1968,NA,NA,TRUE,0.568,0.75,D,-8.913,major,0.0466,0.0731,0,0.121,0.407,75.82,4QkvD53COA5qLA7rQ1Pa7D,140440,4,D major
I Thank You  LPSingle Version,68cD6DL9ykbsoi2C5NaVsL,68,I Thank You,"Sam & Dave
",NA,1968,NA,NA,TRUE,0.789,0.374,C#,-11.937,major,0.0922,0.317,9.84e-5,0.0711,0.711,117.92,68cD6DL9ykbsoi2C5NaVsL,172760,4,C# major
The Fool On The Hill,7384ZImepcCLSwbxmX1D2T,69,The Fool on the Hill,"Sérgio Mendes
",NA,1968,NA,NA,TRUE,0.663,0.269,A,-20.323,major,0.0372,0.829,9.27e-4,0.0649,0.766,123.812,7384ZImepcCLSwbxmX1D2T,191533,3,A major
Sky Pilot,4HTN9nDmvkJ9jGddtd6zB8,70,Sky Pilot,"The Animals
",NA,1968,NA,NA,TRUE,0.411,0.555,A#,-10.855,major,0.0512,0.0657,0.00265,0.0569,0.406,109.499,4HTN9nDmvkJ9jGddtd6zB8,450960,4,A# major
Indian Lake,47wbrfuRgN3dDrfWVu0ifu,71,Indian Lake,"The Cowsills
",NA,1968,NA,NA,TRUE,0.702,0.567,G,-10.205,major,0.0357,0.0108,3.5e-4,0.0911,0.959,131.813,47wbrfuRgN3dDrfWVu0ifu,164960,4,G major
I Wonder What Shes Doing Tonight In the Style of Tommy Boyce  Bobby Hart instrumental Backing Track,17yTJv8nveVPzEkLdx10zc,72,I Wonder What Shes Doing Tonight,"Tommy Boyce & Bobby Hart
",NA,1968,NA,NA,TRUE,0.558,0.87,A#,-8.29,major,0.0341,0.0408,0.35,0.56,0.942,135.552,17yTJv8nveVPzEkLdx10zc,165956,4,A# major
Over You,4XYHEuDwsKuxSpiIylcMnB,73,Over You,"Gary Puckett & The Union Gap
",NA,1968,NA,NA,TRUE,0.4,0.455,D,-10.679,major,0.0338,0.374,2.54e-6,0.246,0.532,115.531,4XYHEuDwsKuxSpiIylcMnB,144293,4,D major
ShooBeDooBeDooDaDay,3Cqr3l72XDpazdFiQQpFHh,75,ShooBeDooBeDooDaDay,"Stevie Wonder
",NA,1968,NA,NA,TRUE,0.649,0.642,G#,-14.506,major,0.0402,0.114,0.00123,0.0295,0.837,106.996,3Cqr3l72XDpazdFiQQpFHh,167067,4,G# major
The Unicorn,5MG24OxvkaxOEPV7czBLCn,76,The Unicorn,"The Irish Rovers
",NA,1968,NA,NA,TRUE,0.606,0.383,F,-9.648,major,0.0552,0.737,0,0.347,0.768,58.909,5MG24OxvkaxOEPV7czBLCn,198027,4,F major
You Keep Me Hangin On  Single Version,059LGQd42y87hQMHQyJGSU,77,You Keep Me Hangin On,"Vanilla Fudge
",NA,1968,NA,NA,TRUE,0.206,0.7,E,-9.682,minor,0.0469,0.0172,0.00582,0.228,0.317,172.338,059LGQd42y87hQMHQyJGSU,179573,3,E minor
Revolution  Remastered,3UDmHZcBTQp8Iu8droNtUl,78,Revolution,"The Beatles
",NA,1968,NA,NA,TRUE,0.407,0.834,F#,-9.224,major,0.208,0.0734,2.1e-4,0.241,0.71,121.38,3UDmHZcBTQp8Iu8droNtUl,205293,4,F# major
Woman Woman,6kni0aRaJX8NNu63sfKTmr,79,Woman Woman,"Gary Puckett & The Union Gap
",NA,1968,NA,NA,TRUE,0.473,0.527,F#,-8.972,minor,0.0278,0.524,0,0.216,0.619,107.549,6kni0aRaJX8NNu63sfKTmr,196e3,4,F# minor
Elenore,4DWFSrNnZXow1aB96gByho,80,Elenore,"The Turtles
",NA,1968,NA,NA,TRUE,0.63,0.625,E,-8.407,major,0.0375,0.6,1.52e-5,0.24,0.887,122.504,4DWFSrNnZXow1aB96gByho,151307,4,E major
White Room,3Xls4cNOwy01dtrNXb1inG,81,White Room,"Cream
",NA,1968,NA,NA,TRUE,0.547,0.58,D,-13.415,minor,0.0293,0.23,0.00877,0.0569,0.505,109.827,3Xls4cNOwy01dtrNXb1inG,303200,4,D minor
Youre All I Need To Get By,64IJPv9SUpcGZWAZ5ipaGD,82,Youre All I Need to Get By,"Marvin Gaye & Tammi Terrell
",NA,1968,NA,NA,TRUE,0.485,0.501,B,-8.158,minor,0.0292,0.148,0,0.0999,0.266,98.429,64IJPv9SUpcGZWAZ5ipaGD,170107,4,B minor
Sweet Inspiration,2RwX6KYnLvfvgZ2gn8rhnc,84,Sweet Inspiration,"The Sweet Inspirations
",NA,1968,NA,NA,TRUE,0.662,0.335,F,-18.483,major,0.0324,0.758,5.31e-6,0.174,0.887,110.262,2RwX6KYnLvfvgZ2gn8rhnc,176427,4,F major
If You Can Want  Album Version  Stereo,0SmI8EB25nrjJO8oj05iKo,85,If You Can Want,"Smokey Robinson and the Miracles
",NA,1968,NA,NA,TRUE,0.709,0.376,G#,-15.648,minor,0.035,0.266,0,0.0473,0.961,118.325,0SmI8EB25nrjJO8oj05iKo,164427,4,G# minor
Cab Driver,13RF8RpqeRO2qDDI98lLZr,86,Cab Driver,"The Mills Brothers
",NA,1968,NA,NA,TRUE,0.761,0.384,C#,-13.02,major,0.0439,0.785,0.33,0.23,0.814,62.674,13RF8RpqeRO2qDDI98lLZr,179067,4,C# major
Time Has Come Today,5qA1ZrjjVLh1cL9GZOFdNm,87,Time Has Come Today,"The Chambers Brothers
",NA,1968,NA,NA,TRUE,0.528,0.514,D,-11.909,major,0.133,0.0252,0.0894,0.0725,0.44,122.872,5qA1ZrjjVLh1cL9GZOFdNm,290933,4,D major
Do You Know the Way to San Jose,3ADQ9jGCJ6MfSbIZqtbVj2,88,Do You Know the Way to San Jose,"Dionne Warwick
",NA,1968,NA,NA,TRUE,0.73,0.511,G#,-12.131,major,0.0527,0.646,3.12e-5,0.0993,0.873,80.016,3ADQ9jGCJ6MfSbIZqtbVj2,177653,4,G# major
Scarborough Fair  Canticle,53uzBMME2GSfpUVtOtiLvA,89,Scarborough Fair,"Simon & Garfunkel
",NA,1968,NA,NA,TRUE,0.356,0.261,D,-14.963,major,0.0315,0.689,0,0.112,0.279,128.551,53uzBMME2GSfpUVtOtiLvA,190093,3,D major
Say It Loud  Im Black And Im Proud  1968Live At Dallas Memorial AuditoriumReprise,5opl7znewPv98Jrm8Y49Xw,90,Say It Loud  Im Black and Im Proud,"James Brown
",NA,1968,NA,NA,TRUE,0.53,0.985,A#,-5.167,major,0.451,0.403,4.11e-4,0.341,0.108,138.785,5opl7znewPv98Jrm8Y49Xw,180560,4,A# major
The Mighty Quinn,0cWPr2PvYTQERq88b4jGXw,91,The Mighty Quinn,"Manfred Mann
",NA,1968,NA,NA,TRUE,0.599,0.702,B,-6.994,major,0.0452,0.456,0,0.193,0.897,92.847,0cWPr2PvYTQERq88b4jGXw,173773,4,B major
Here Comes The Judge,11DtxbS95J9CiVLSZhrYK1,92,Here Comes the Judge,"Shorty Long
",NA,1968,NA,NA,TRUE,0.648,0.859,C,-4.532,major,0.178,0.175,0,0.242,0.562,115.914,11DtxbS95J9CiVLSZhrYK1,154720,4,C major
I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,93,I Say a Little Prayer,"Aretha Franklin
",NA,1968,NA,NA,TRUE,0.59,0.355,A,-14.051,major,0.0352,0.48,0,0.0585,0.499,133.03,3NfxSdJnVdon1axzloJgba,216773,4,A major
Think,4yQw7FR9lcvL6RHtegbJBh,94,Think,"Aretha Franklin
",NA,1968,NA,NA,TRUE,0.687,0.63,F#,-10.817,major,0.0389,0.249,0,0.221,0.926,110.051,4yQw7FR9lcvL6RHtegbJBh,139733,4,F# major
Sealed With A Kiss,5GZizdM8UeW2svHkxy2XaS,95,Sealed with a Kiss,"Gary Lewis and the Playboys
",NA,1968,NA,NA,TRUE,0.483,0.226,F,-12.915,minor,0.0266,0.648,0,0.304,0.415,97.627,5GZizdM8UeW2svHkxy2XaS,145733,4,F minor
Piece of My Heart,1xKQbqQtQWrtQS47fUJBtl,96,Piece of My Heart,"Big Brother and the Holding Company
",NA,1968,NA,NA,TRUE,0.443,0.727,E,-7.951,major,0.145,0.263,1.41e-4,0.169,0.566,160.82,1xKQbqQtQWrtQS47fUJBtl,253333,4,E major
Suzie Q,6Jp0GuFxAYbTdre1uUPgaB,97,Suzie Q,"Creedence Clearwater Revival
",NA,1968,NA,NA,TRUE,0.439,0.604,E,-11.34,minor,0.0329,0.0658,0.00231,0.188,0.716,129.923,6Jp0GuFxAYbTdre1uUPgaB,517160,4,E minor
Bend Me Shape Me  Single Version,1M6cwLCLEtb2E44vlMZFT7,98,Bend Me Shape Me,"The American Breed
",NA,1968,NA,NA,TRUE,0.578,0.658,A#,-9.48,major,0.0788,0.0329,0,0.23,0.399,128.964,1M6cwLCLEtb2E44vlMZFT7,130867,4,A# major
Hey Western Union Man,7vsIsdegBXHac6FdSM08uW,99,Hey Western Union Man,"Jerry Butler
",NA,1968,NA,NA,TRUE,0.554,0.716,F#,-8.306,major,0.0474,0.519,0,0.0935,0.726,91.181,7vsIsdegBXHac6FdSM08uW,161867,4,F# major
Never Give You Up,3pKWkyMFrQ6lcuGvMRdAzM,100,Never Give You Up,"Jerry Butler
",NA,1968,NA,NA,TRUE,0.405,0.584,C,-5.624,major,0.0342,0.753,0,0.192,0.784,167.58,3pKWkyMFrQ6lcuGvMRdAzM,179160,4,C major
Sugar Sugar,3iSws76HjaU7k49EqJVTfF,1,Sugar Sugar,"The Archies
",NA,1969,NA,NA,TRUE,0.736,0.871,D,-2.786,major,0.0278,0.466,0,0.108,0.967,122.395,3iSws76HjaU7k49EqJVTfF,167187,4,D major
Aquarius  Let the Sunshine In The Flesh Failures  Remastered,0HZlND4giwzgolBpaNIRGV,2,AquariusLet the Sunshine In,"The 5th Dimension
",NA,1969,NA,NA,TRUE,0.293,0.74,G,-6.098,major,0.0399,0.446,0.00151,0.0998,0.516,118.23,0HZlND4giwzgolBpaNIRGV,289293,4,G major
I Cant Get Next To You,6aL6pPBaTMGgM558mplSnj,3,I Cant Get Next to You,"The Temptations
",NA,1969,NA,NA,TRUE,0.682,0.688,F,-12.853,minor,0.105,0.56,0,0.395,0.711,108.828,6aL6pPBaTMGgM558mplSnj,174933,4,F minor
Honky Tonk Women,3RZMzCvYsmJ0u2ioKTOsmJ,4,Honky Tonk Women,"The Rolling Stones
",NA,1969,NA,NA,TRUE,0.562,0.768,G,-6.613,major,0.0606,0.381,0.03,0.168,0.966,119.544,3RZMzCvYsmJ0u2ioKTOsmJ,179387,4,G major
Everyday People,7lL2lMWNtzOcf5HnEudNgn,5,Everyday People,"Sly and the Family Stone
",NA,1969,NA,NA,TRUE,0.813,0.619,G,-8.203,major,0.0294,0.245,0.0151,0.113,0.774,114.58,7lL2lMWNtzOcf5HnEudNgn,139507,4,G major
Dizzy,3jJKKhg0t4HpdfNDyGiZDy,6,Dizzy,"Tommy Roe
",NA,1969,NA,NA,TRUE,0.793,0.409,F#,-10.869,major,0.0316,0.0068,7.49e-4,0.0683,0.825,104.047,3jJKKhg0t4HpdfNDyGiZDy,176693,4,F# major
Hot Fun in the Summertime,4t6NQkpUmvpvLDCkl3XuwA,7,Hot Fun in the Summertime,"Sly and the Family Stone
",NA,1969,NA,NA,TRUE,0.656,0.65,C,-11.643,major,0.0575,0.634,0.0148,0.161,0.931,146.268,4t6NQkpUmvpvLDCkl3XuwA,157040,3,C major
It Looks Like Ill Never Fall In Love Again,5Q3ETEMqW9r9BWS1cjTCND,8,Ill Never Fall in Love Again,"Tom Jones
",NA,1969,NA,NA,TRUE,0.327,0.366,E,-11.449,major,0.0298,0.722,2.82e-6,0.0981,0.355,147.019,5Q3ETEMqW9r9BWS1cjTCND,254133,3,E major
Build Me Up Buttercup,6sPOmDulFtLzfX25zICNrC,9,Build Me Up Buttercup,"The Foundations
",NA,1969,NA,NA,TRUE,0.66,0.512,C,-7.183,major,0.0294,0.313,0,0.283,0.852,133.607,6sPOmDulFtLzfX25zICNrC,177533,4,C major
Crimson And Clover  Single Version,1vXuYPpkLjn1v06E2EsWQY,10,Crimson and Clover,"Tommy James and the Shondells
",NA,1969,NA,NA,TRUE,0.412,0.59,B,-12.277,major,0.0701,0.255,0.0325,0.177,0.653,85.824,1vXuYPpkLjn1v06E2EsWQY,208667,4,B major
One  Single Version,4ME2YQNThxEW63fxojzHvN,11,One,"Three Dog Night
",NA,1969,NA,NA,TRUE,0.575,0.412,C,-12.685,minor,0.0387,0.281,0,0.0973,0.396,123.172,4ME2YQNThxEW63fxojzHvN,185827,4,C minor
Crystal Blue Persuasion,6FXwTBdpv4wD0G0Sz3Wxn4,12,Crystal Blue Persuasion,"Tommy James and the Shondells
",NA,1969,NA,NA,TRUE,0.603,0.313,A,-12.921,major,0.0363,0.248,4.53e-5,0.184,0.817,99.172,6FXwTBdpv4wD0G0Sz3Wxn4,246600,4,A major
Hair,1FjHbC6PIXyQlxlCIFGMsM,13,Hair,"The Cowsills
",NA,1969,NA,NA,TRUE,0.543,0.561,C,-10.293,minor,0.0624,0.425,0,0.261,0.556,115.219,1FjHbC6PIXyQlxlCIFGMsM,212333,4,C minor
Too Busy Thinking About My Baby  Single Version  Mono,6IppRUJEkE6g1x0uJiEaJp,14,Too Busy Thinking About My Baby,"Marvin Gaye
",NA,1969,NA,NA,TRUE,0.75,0.389,F#,-11.789,major,0.0346,0.124,0,0.0661,0.85,117.736,6IppRUJEkE6g1x0uJiEaJp,176133,4,F# major
Love Theme from Romeo and Juliet  Remastered,25anT79TQrh5ely884DEpL,15,Love Theme from Romeo and Juliet,"Henry Mancini
",NA,1969,NA,NA,TRUE,0.355,0.187,A,-12.185,minor,0.0298,0.951,0.637,0.136,0.161,74.827,25anT79TQrh5ely884DEpL,152293,4,A minor
Get Together,4qxsM71CUQmCD5eRIJIqpy,16,Get Together,"The Youngbloods
",NA,1969,NA,NA,TRUE,0.497,0.416,D,-15.925,major,0.0268,0.548,0.065,0.0846,0.59,103.317,4qxsM71CUQmCD5eRIJIqpy,276225,4,D major
Grazing In the Grass,755QPhAgO1YSmbs8a9M9b9,17,Grazing in the Grass,"The Friends of Distinction
",NA,1969,NA,NA,TRUE,0.595,0.857,C#,-6.89,minor,0.163,0.498,0,0.355,0.74,127.629,755QPhAgO1YSmbs8a9M9b9,174080,4,C# minor
Suspicious Minds,1H5IfYyIIAlgDX8zguUzns,18,Suspicious Minds,"Elvis Presley
",NA,1969,NA,NA,TRUE,0.487,0.382,G,-10.889,major,0.0309,0.0422,4.74e-6,0.411,0.714,116.557,1H5IfYyIIAlgDX8zguUzns,261280,4,G major
Proud Mary,6mv76kovZyVB0UHbqUsee0,19,Proud Mary,"Creedence Clearwater Revival
",NA,1969,NA,NA,TRUE,0.706,0.615,D,-7.504,major,0.0289,0.141,1.67e-4,0.0693,0.722,120.796,6mv76kovZyVB0UHbqUsee0,187213,4,D major
What Does It Take To Win Your Love,6aEA6Ryd3fgObXT8LwQgay,20,What Does It Take To Win Your Love,"Jr. Walker & The All Stars
",NA,1969,NA,NA,TRUE,0.577,0.624,F,-8.607,major,0.0266,0.0109,0,0.0794,0.727,110.926,6aEA6Ryd3fgObXT8LwQgay,147107,4,F major
Sweet Caroline,3298yRJKPcCndQdNiTZKIo,22,Sweet Caroline,"Neil Diamond
",NA,1969,NA,NA,TRUE,0.538,0.127,B,-16.057,major,0.0284,0.589,1.7e-4,0.238,0.527,62.829,3298yRJKPcCndQdNiTZKIo,203573,4,B major
Jean  Original Hit Version,5v4sUZA2Oyni7EtBL586V7,23,Jean,"Oliver
",NA,1969,NA,NA,TRUE,0.323,0.127,D#,-15.66,major,0.0321,0.841,0.00413,0.117,0.394,92.637,5v4sUZA2Oyni7EtBL586V7,200067,3,D# major
Bad Moon Rising,66FSV5dLK5sNLZ00IfHxfD,24,Bad Moon Rising,"Creedence Clearwater Revival
",NA,1969,NA,NA,TRUE,0.641,0.774,D,-5.916,major,0.0278,0.0543,1.05e-5,0.0473,0.942,89.787,66FSV5dLK5sNLZ00IfHxfD,141600,4,D major
Get Back In the style of The Beatles With Billy Preston,1g9G2cZiAYqkAASTOcTQ3j,25,Get Back,"The Beatles with Billy Preston
",NA,1969,NA,NA,TRUE,0.791,0.515,A,-14.805,major,0.0537,0.152,0.92,0.0996,0.57,122.086,1g9G2cZiAYqkAASTOcTQ3j,185248,4,A major
