track_name,track_uri,rank,track_name1,first_artist,second_artist,year,track_name2,track_uri1,track_match,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri2,duration_ms,time_signature,key_mode
Wooly Bully,2XkuSbp5say8nZW8g6156Z,1,Wooly Bully,"Sam the Sham and the Pharaohs
",NA,1965,NA,NA,TRUE,0.582,0.575,G,-11.89,major,0.0529,0.713,3.66e-6,0.151,0.558,140.601,2XkuSbp5say8nZW8g6156Z,140867,4,G major
I Cant Help Myself Sugar Pie Honey Bunch,0GiWjFOVWv3mVaNCxkgqlq,2,I Cant Help Myself Sugar Pie Honey Bunch,"Four Tops
",NA,1965,NA,NA,TRUE,0.701,0.8,C,-2.936,major,0.0286,0.119,0,0.0831,0.967,127.752,0GiWjFOVWv3mVaNCxkgqlq,165867,4,C major
I Cant Get No Satisfaction  Mono Version  Remastered 2002,2PzU4IB8Dr6mxV3lHuaG34,3,I Cant Get No Satisfaction,"The Rolling Stones
",NA,1965,NA,NA,TRUE,0.725,0.853,D,-7.842,major,0.0353,0.0348,0.127,0.196,0.904,136.282,2PzU4IB8Dr6mxV3lHuaG34,222813,4,D major
You Were On My Mind,36ckFm0oicmvX8bWEErIHd,4,You Were on My Mind,"We Five
",NA,1965,NA,NA,TRUE,0.51,0.565,C#,-8.105,minor,0.05,0.485,0,0.0476,0.7,143.381,36ckFm0oicmvX8bWEErIHd,155960,4,C# minor
Youve Lost That Lovin Feelin,5GMw6X6BbCDGO9gApQYRSa,5,Youve Lost That Lovin Feelin,"The Righteous Brothers
",NA,1965,NA,NA,TRUE,0.39,0.309,C#,-14.12,major,0.0265,0.504,0,0.0863,0.459,94.444,5GMw6X6BbCDGO9gApQYRSa,225227,4,C# major
Downtown,0hgWgToJgb7O1tT12YWRCz,6,Downtown,"Petula Clark
",NA,1965,NA,NA,TRUE,0.495,0.629,E,-6.817,major,0.0431,0.695,0,0.164,0.545,118.515,0hgWgToJgb7O1tT12YWRCz,183120,4,E major
Cant You Hear My Heartbeat,2tUP1fuo8EdOVz3Bw9r7yu,8,Cant You Hear My Heartbeat,"Herman's Hermits
",NA,1965,NA,NA,TRUE,0.581,0.63,A,-7.836,major,0.0334,0.0925,0,0.0648,0.91,136.994,2tUP1fuo8EdOVz3Bw9r7yu,134840,3,A major
Crying In the Chapel,1Vzr9AOdHw65UHoK1Vuxls,9,Crying in the Chapel,"Elvis Presley
",NA,1965,NA,NA,TRUE,0.404,0.246,B,-13.812,major,0.041,0.94,3e-5,0.297,0.281,71.274,1Vzr9AOdHw65UHoK1Vuxls,143267,4,B major
My Girl,6jWkZvd1URGktyTTwcpPpB,10,My Girl,"The Temptations
",NA,1965,NA,NA,TRUE,0.579,0.419,C,-10.72,major,0.0346,0.625,0,0.0981,0.673,104.564,6jWkZvd1URGktyTTwcpPpB,165e3,4,C major
Help Me Rhonda,3haZcHm3HydDVxm3je3Zmg,11,Help Me Rhonda,"The Beach Boys
",NA,1965,NA,NA,TRUE,0.544,0.748,C#,-6.243,major,0.0298,0.311,7.16e-4,0.0633,0.825,139.739,3haZcHm3HydDVxm3je3Zmg,168240,4,C# major
King Of The Road  ReRecorded In Stereo,36Ew5C2l5r1GAZifRhp4YG,12,King of the Road,"Roger Miller
",NA,1965,NA,NA,TRUE,0.731,0.204,B,-18.934,major,0.0727,0.51,2.02e-5,0.0894,0.699,121.817,36Ew5C2l5r1GAZifRhp4YG,143373,4,B major
The Birds And The Bees,4VRBVIN8KRP1HhMhJPpc5s,13,The Birds and the Bees,"Jewel Akens
",NA,1965,NA,NA,TRUE,0.756,0.538,F#,-9.826,major,0.0336,0.189,0.00159,0.0421,0.973,112.129,4VRBVIN8KRP1HhMhJPpc5s,122733,4,F# major
Hold Me Thrill Me Kiss Me,5XPwkZ7vNxeidpNLAkwtFp,14,Hold Me Thrill Me Kiss Me,"Mel Carter
",NA,1965,NA,NA,TRUE,0.476,0.575,C#,-6.522,minor,0.0383,0.74,0,0.147,0.509,111.135,5XPwkZ7vNxeidpNLAkwtFp,149533,3,C# minor
Shotgun,6VzM9C7CXyn1BQdgTJVqDx,15,Shotgun,"Junior Walker & the All Stars
",NA,1965,NA,NA,TRUE,0.747,0.671,C#,-5.737,major,0.0332,0.181,5.24e-6,0.061,0.681,120.98,6VzM9C7CXyn1BQdgTJVqDx,176627,4,C# major
I Got You Babe  LPSingle Version,2SWBfqj1FrS8t8z56G55rP,16,I Got You Babe,"Sonny & Cher
",NA,1965,NA,NA,TRUE,0.621,0.708,F#,-9.057,major,0.0259,0.246,2e-6,0.143,0.624,110.533,2SWBfqj1FrS8t8z56G55rP,193840,3,F# major
This Diamond Ring,7n9i7x2fXDmgCsGExP5CrW,17,This Diamond Ring,"Gary Lewis & the Playboys
",NA,1965,NA,NA,TRUE,0.628,0.609,A#,-10.635,minor,0.0278,0.332,0,0.136,0.775,132.596,7n9i7x2fXDmgCsGExP5CrW,136800,4,A# minor
The In Crowd  Live 1965Bohemian Caverns,3l2pObHGPzGmgRWDlAbUJN,18,The In Crowd,"Ramsey Lewis Trio
",NA,1965,NA,NA,TRUE,0.664,0.513,G,-19.477,major,0.164,0.5,0.0525,0.961,0.639,141.638,3l2pObHGPzGmgRWDlAbUJN,351427,4,G major
Mrs Brown Youve Got A Lovely Daughter,1GJCJpKYfzRUsYnSRy4Mfz,19,Mrs Brown Youve Got a Lovely Daughter,"Herman's Hermits
",NA,1965,NA,NA,TRUE,0.659,0.465,C,-9.53,major,0.0572,0.746,0.00458,0.0963,0.889,148.894,1GJCJpKYfzRUsYnSRy4Mfz,167480,4,C major
Stop In The Name Of Love,5yfrc6CGOXxDWx3nGUDcNj,20,Stop In the Name of Love,"The Supremes
",NA,1965,NA,NA,TRUE,0.628,0.593,C,-7.515,major,0.0279,0.508,0,0.104,0.488,114.944,5yfrc6CGOXxDWx3nGUDcNj,172933,4,C major
Unchained Melody,1jFhnVoJkcB4lf9tT0rSZS,21,Unchained Melody,"The Righteous Brothers
",NA,1965,NA,NA,TRUE,0.367,0.215,C,-16.652,major,0.0288,0.517,0,0.618,0.266,98.742,1jFhnVoJkcB4lf9tT0rSZS,215840,3,C major
Silhouettes,4JxKHEtoBlaw6GlJPJYQo8,22,Silhouettes,"Herman's Hermits
",NA,1965,NA,NA,TRUE,0.547,0.623,G,-8.399,major,0.03,0.671,0,0.313,0.868,112.704,4JxKHEtoBlaw6GlJPJYQo8,119107,4,G major
Ill Never Find Another You,6Ln9F9lZNMgV5Ht87z9Bd0,23,Ill Never Find Another You,"The Seekers
",NA,1965,NA,NA,TRUE,0.567,0.672,A#,-7.666,major,0.0336,0.75,0.0837,0.367,0.79,126.509,6Ln9F9lZNMgV5Ht87z9Bd0,162320,4,A# major
Cara Mia,64ll7eqgp6nOeLWKmIyddj,24,Cara Mia,"Jay and the Americans
",NA,1965,NA,NA,TRUE,0.298,0.916,C,-3.626,major,0.0542,0.105,2.24e-4,0.0646,0.575,128.791,64ll7eqgp6nOeLWKmIyddj,161019,4,C major
Mr Tambourine Man,2HCaIYjkvWSZzaSKUoOh3d,25,Mr Tambourine Man,"The Byrds
",NA,1965,NA,NA,TRUE,0.456,0.47,D,-9.564,major,0.0294,0.513,3.76e-5,0.444,0.639,120.336,2HCaIYjkvWSZzaSKUoOh3d,149467,4,D major
Cast Your Fate to the Wind,38KTIenSEnoGNGLUrYdFLV,26,Cast Your Fate to the Wind,"Sounds Orchestral
",NA,1965,NA,NA,TRUE,0.559,0.31,G#,-13.499,major,0.0408,0.394,0.794,0.108,0.311,128.691,38KTIenSEnoGNGLUrYdFLV,195e3,4,G# major
Yes Im Ready,2gZpW5pTZkimGG98loFSl2,27,Yes Im Ready,"Barbara Mason
",NA,1965,NA,NA,TRUE,0.237,0.377,F,-8.798,major,0.0287,0.902,0,0.131,0.479,173.142,2gZpW5pTZkimGG98loFSl2,184333,3,F major
Whats New Pussycat,4HjwGX3pJKJTeOSDpT6GCo,28,Whats New Pussycat,"Tom Jones
",NA,1965,NA,NA,TRUE,0.378,0.464,D,-13.274,major,0.161,0.754,0,0.108,0.619,184.497,4HjwGX3pJKJTeOSDpT6GCo,128800,3,D major
Eve Of Destruction,1x95pWB3KeK3evKa1VrW6e,29,Eve of Destruction,"Barry McGuire
",NA,1965,NA,NA,TRUE,0.585,0.414,D,-13.494,major,0.0442,0.352,0,0.102,0.773,116.483,1x95pWB3KeK3evKa1VrW6e,216813,4,D major
Hang On Sloopy,0i7O5MtSTXvR4BEY7stpjF,30,Hang On Sloopy,"The McCoys
",NA,1965,NA,NA,TRUE,0.764,0.516,G,-12.099,major,0.0334,0.167,0,0.0723,0.936,115.255,0i7O5MtSTXvR4BEY7stpjF,231800,4,G major
Ticket To Ride  Remastered,7CZiDzGVjUssMSOXrDNYHL,31,Ticket to Ride,"The Beatles
",NA,1965,NA,NA,TRUE,0.519,0.85,A,-6.777,major,0.0678,0.0457,0,0.233,0.749,123.419,7CZiDzGVjUssMSOXrDNYHL,189680,4,A major
Red Roses For A Blue Lady,4GXXOBUEpCr58TFHIkLrZ0,32,Red Roses for a Blue Lady,"Bert Kaempfert
",NA,1965,NA,NA,TRUE,0.613,0.306,G,-12.448,major,0.0319,0.872,0.687,0.142,0.35,117.724,4GXXOBUEpCr58TFHIkLrZ0,139653,4,G major
Papas Got A Brand New Bag,6v4gV9s0pnwKbmF1yk5knO,33,Papas Got a Brand New Bag,"James Brown
",NA,1965,NA,NA,TRUE,0.746,0.702,E,-8.099,major,0.0766,0.493,0.0398,0.0964,0.889,129.434,6v4gV9s0pnwKbmF1yk5knO,125707,4,E major
The Game Of Love,0jUfBCWrfrZGueD8MjvgMo,34,Game of Love,"Wayne Fontana & The Mindbenders
",NA,1965,NA,NA,TRUE,0.575,0.843,A,-4.298,major,0.0328,0.0946,0,0.197,0.953,109.254,0jUfBCWrfrZGueD8MjvgMo,127093,4,A major
The Name Game,1wQjtqCtUqvaV6CjPKIGdc,35,The Name Game,"Shirley Ellis
",NA,1965,NA,NA,TRUE,0.678,0.811,F,-7.419,minor,0.123,0.201,3.99e-6,0.178,0.928,163.761,1wQjtqCtUqvaV6CjPKIGdc,164867,4,F minor
I Know a Place,7dQP6ESUYUMYUAnGkdyjXi,36,I Know a Place,"Petula Clark
",NA,1965,NA,NA,TRUE,0.434,0.722,E,-9.637,major,0.0496,0.735,1.16e-5,0.634,0.614,137.936,7dQP6ESUYUMYUAnGkdyjXi,162600,4,E major
Back In My Arms Again  Mono Single Version,1cY6UYbPf4plUm3fpLZGWF,37,Back in My Arms Again,"The Supremes
",NA,1965,NA,NA,TRUE,0.719,0.516,F,-9.005,major,0.0296,0.156,0.0199,0.148,0.549,123.296,1cY6UYbPf4plUm3fpLZGWF,176613,4,F major
Baby Im Yours,5GInJChhrHyXmwb4tQFJJG,38,Baby Im Yours,"Barbara Lewis
",NA,1965,NA,NA,TRUE,0.464,0.398,F#,-14.282,major,0.03,0.401,0,0.064,0.817,98.256,5GInJChhrHyXmwb4tQFJJG,152733,4,F# major
Jolly Green Giant,0WhJxcxyQOIK9iaH9GmpKv,39,The Jolly Green Giant,"The Kingsmen
",NA,1965,NA,NA,TRUE,0.527,0.615,A#,-8.497,major,0.0373,0.619,0,0.164,0.964,134.809,0WhJxcxyQOIK9iaH9GmpKv,119171,4,A# major
Hush Hush Sweet Charlotte,7piKtR55k2SsnV7I01ncNI,40,Hush Hush Sweet Charlotte,"Patti Page
",NA,1965,NA,NA,TRUE,0.335,0.163,A#,-17.254,major,0.031,0.782,0,0.316,0.513,84.315,7piKtR55k2SsnV7I01ncNI,152360,4,A# major
Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,41,Like a Rolling Stone,"Bob Dylan
",NA,1965,NA,NA,TRUE,0.483,0.721,C,-6.836,major,0.032,0.729,0,0.189,0.562,95.261,3AhXZa8sUQht0UEdBJgpGc,369600,4,C major
Im Telling You Now,2Y4uWO8r9f3YfqBT6nCEg3,42,Im Telling You Now,"Freddie and the Dreamers
",NA,1965,NA,NA,TRUE,0.605,0.699,D#,-6.875,major,0.0317,0.378,0,0.305,0.891,71.38,2Y4uWO8r9f3YfqBT6nCEg3,128907,4,D# major
Ferry Cross the Mersey  Mono 2002 Remastered Version,4aSw1QJIMwYSoDEgzgdCJL,43,Ferry Cross the Mersey,"Gerry and the Pacemakers
",NA,1965,NA,NA,TRUE,0.405,0.365,F#,-10.226,minor,0.0289,0.255,4.68e-6,0.163,0.588,104.536,4aSw1QJIMwYSoDEgzgdCJL,141987,4,F# minor
Just Once In My Life,0qdTcFmL5mtPgdYqPPJubE,44,Just Once in My Life,"The Righteous Brothers
",NA,1965,NA,NA,TRUE,0.258,0.398,D,-12.869,major,0.0357,0.623,7.76e-5,0.341,0.273,90.224,0qdTcFmL5mtPgdYqPPJubE,229200,4,D major
Seventh Son Karaoke Version in the Style of Johnny Rivers,1PMePWLDG6Bptw0b4TvHnx,45,The Seventh Son,"Johnny Rivers
",NA,1965,NA,NA,TRUE,0.475,0.811,F,-6.196,minor,0.046,0.00399,0.923,0.0875,0.738,148.017,1PMePWLDG6Bptw0b4TvHnx,129324,4,F minor
Im Henry the Eighth  I Am In the Style of Hermans Hermits Karaoke Version,2e7d4PxwGin9OqL0GZFWex,46,Im Henry the Eighth I Am,"Herman's Hermits
",NA,1965,NA,NA,TRUE,0.57,0.58,A,-9.667,major,0.0752,0.321,0.873,0.0941,0.904,92.471,2e7d4PxwGin9OqL0GZFWex,111432,4,A major
A Walk In The Black Forest,3msjvrkCvIzUNJHULcAafN,47,A Walk in the Black Forest,"Horst Jankowski
",NA,1965,NA,NA,TRUE,0.704,0.377,D,-11.896,major,0.0306,0.633,0.494,0.23,0.777,106.251,3msjvrkCvIzUNJHULcAafN,169680,4,D major
For Your Love,5bC4y9Zhn6ng0MOzACCHkc,48,For Your Love,"The Yardbirds
",NA,1965,NA,NA,TRUE,0.347,0.638,D,-10.258,major,0.0409,0.236,0,0.0894,0.61,94.506,5bC4y9Zhn6ng0MOzACCHkc,150627,4,D major
California Girls,6bJuuCtXYiwOcKT9s8uRh8,49,California Girls,"The Beach Boys
",NA,1965,NA,NA,TRUE,0.503,0.62,B,-6.069,major,0.0295,0.471,0,0.159,0.713,116.595,6bJuuCtXYiwOcKT9s8uRh8,160360,4,B major
Go Now,0aE88kbyvVtBx9lcyv95fe,50,Go Now,"The Moody Blues
",NA,1965,NA,NA,TRUE,0.334,0.474,F,-11.959,minor,0.0373,0.586,0,0.144,0.635,118.248,0aE88kbyvVtBx9lcyv95fe,191200,3,F minor
Goldfinger,6NGe9yGadOvtx0XRePVRdo,51,Goldfinger,"Shirley Bassey
",NA,1965,NA,NA,TRUE,0.401,0.446,E,-9.646,major,0.0416,0.265,0,0.298,0.425,103.906,6NGe9yGadOvtx0XRePVRdo,168733,4,E major
Down in the Boondocks,2wTdZ6wy0AJp5LcYzWcVt5,52,Down in the Boondocks,"Billy Joe Royal
",NA,1965,NA,NA,TRUE,0.675,0.588,A,-11.031,major,0.0457,0.492,9.45e-6,0.0953,0.94,82.949,2wTdZ6wy0AJp5LcYzWcVt5,153147,4,A major
Baby the Rain Must Fall  From the Columbia Film Baby the Rain Must Fall,6bZKOc50K0nlfNAPleAlkA,53,Baby the Rain Must Fall,"Glenn Yarbrough
",NA,1965,NA,NA,TRUE,0.56,0.529,E,-10.105,major,0.0303,0.873,0,0.361,0.498,109.787,6bZKOc50K0nlfNAPleAlkA,139040,4,E major
Catch Us If You Can In the Style of Dave Clark Five Performance Track with Demonstration Vocals,1rxYZ5m7TucfiI1Pu22LNp,54,Catch Us If You Can,"The Dave Clark Five
",NA,1965,NA,NA,TRUE,0.496,0.565,G,-6.801,major,0.031,0.0186,6.64e-4,0.186,0.571,149.463,1rxYZ5m7TucfiI1Pu22LNp,114165,4,G major
Eight Days A Week  Remastered,1Dg4dFJr3HW7sbA7vPejre,55,Eight Days a Week,"The Beatles
",NA,1965,NA,NA,TRUE,0.652,0.583,A,-7.811,major,0.038,0.412,0,0.119,0.744,138.134,1Dg4dFJr3HW7sbA7vPejre,163600,4,A major
Just A Little,4PXJjX7PQGzCh4G5WR4Pli,56,Just a Little,"The Beau Brummels
",NA,1965,NA,NA,TRUE,0.591,0.611,A,-9.179,minor,0.0394,0.165,3.71e-5,0.114,0.655,128.241,4PXJjX7PQGzCh4G5WR4Pli,145507,4,A minor
You Turn Me On,1qLkTAzxVkneRbIcIAvgEA,57,You Turn Me On,"Ian Whitcomb
",NA,1965,NA,NA,TRUE,0.738,0.804,A#,-8.55,major,0.0395,0.254,0.00755,0.0608,0.924,94.015,1qLkTAzxVkneRbIcIAvgEA,163667,4,A# major
Ill Be Doggone,471yG3FpXwgKcbNlblZ1Yt,58,Ill Be Doggone,"Marvin Gaye
",NA,1965,NA,NA,TRUE,0.726,0.57,D,-10.037,major,0.0319,0.189,0,0.0799,0.78,133.658,471yG3FpXwgKcbNlblZ1Yt,166200,4,D major
Save Your Heart For Me,3t0BNaPKjRyekNdpd3GiR2,59,Save Your Heart for Me,"Gary Lewis & the Playboys
",NA,1965,NA,NA,TRUE,0.63,0.272,D,-10.338,major,0.0268,0.106,0,0.0654,0.591,105.754,3t0BNaPKjRyekNdpd3GiR2,119840,4,D major
Tired of Waiting for You,0gDHo7nkUC3846vefhHJcE,60,Tired of Waiting for You,"The Kinks
",NA,1965,NA,NA,TRUE,0.674,0.702,C,-9.723,major,0.0354,0.419,0,0.249,0.871,122.096,0gDHo7nkUC3846vefhHJcE,149880,4,C major
Count Me In,5VB2fb8NTAkMJzqCIdB4vC,61,Count Me In,"Gary Lewis & the Playboys
",NA,1965,NA,NA,TRUE,0.446,0.677,F,-8.874,major,0.0386,0.308,1.37e-6,0.129,0.778,161.523,5VB2fb8NTAkMJzqCIdB4vC,146267,4,F major
All Day and All of the Night,5gmMa8nwzrkcPbHzSW3azN,62,All Day and All of the Night,"The Kinks
",NA,1965,NA,NA,TRUE,0.563,0.915,G,-5.062,major,0.08,0.247,8.46e-5,0.0613,0.71,136.345,5gmMa8nwzrkcPbHzSW3azN,142227,4,G major
What The World Needs Now Is Love,1fjOO2k5k2vjg6TrvPJ2NS,63,What the World Needs Now Is Love,"Jackie DeShannon
",NA,1965,NA,NA,TRUE,0.454,0.406,C#,-9.536,major,0.0314,0.826,0,0.0961,0.478,106.053,1fjOO2k5k2vjg6TrvPJ2NS,186400,4,C# major
Its Not Unusual,3TlIt0ReIxPsVZcOEivT5U,64,Its Not Unusual,"Tom Jones
",NA,1965,NA,NA,TRUE,0.518,0.717,C,-10.014,major,0.06,0.579,0,0.198,0.921,92.492,3TlIt0ReIxPsVZcOEivT5U,119800,4,C major
Shes About A Mover,40Fs8G1qws6fP8Zz0Tm1u3,65,Shes About a Mover,"Sir Douglas Quintet
",NA,1965,NA,NA,TRUE,0.632,0.805,E,-5.063,major,0.0286,0.169,3.46e-6,0.068,0.86,89.641,40Fs8G1qws6fP8Zz0Tm1u3,145147,4,E major
Shake,5naGmbqRY9AlitnRgbw0uX,66,Shake,"Sam Cooke
",NA,1965,NA,NA,TRUE,0.543,0.839,F,-7.544,major,0.0653,0.772,0,0.3,0.782,151.452,5naGmbqRY9AlitnRgbw0uX,173613,4,F major
Wonderful World ReRecord,43LT5KZkhHbSqOjOUeQbh6,67,Wonderful World,"Herman's Hermits
",NA,1965,NA,NA,TRUE,0.71,0.722,C,-7.659,major,0.053,0.21,1.26e-5,0.297,0.964,141.877,43LT5KZkhHbSqOjOUeQbh6,121706,4,C major
Nowhere To Run,0hA6gpx876uv2z7vROkFzw,68,Nowhere to Run,"Martha and the Vandellas
",NA,1965,NA,NA,TRUE,0.648,0.922,D,-2.293,minor,0.0557,0.148,0.00264,0.1,0.962,129.378,0hA6gpx876uv2z7vROkFzw,171933,4,D minor
Heart Full of Soul,0AiuEo7FCxP2y2WTOpLPe5,69,Heart Full of Soul,"The Yardbirds
",NA,1965,NA,NA,TRUE,0.494,0.666,A,-9.743,minor,0.0351,0.229,5.69e-5,0.0469,0.699,140.832,0AiuEo7FCxP2y2WTOpLPe5,147893,4,A minor
Love Potion No 9  Mono,0oNa58FDHzTit6QUpfKk1S,70,Love Potion No 9,"The Searchers
",NA,1965,NA,NA,TRUE,0.768,0.871,D,-6.287,major,0.0552,0.477,4.33e-5,0.138,0.949,125.495,0oNa58FDHzTit6QUpfKk1S,125733,4,D major
Laurie Strange Things Happen,1UO56LXSG81eZJYAhjtv7G,71,Laurie Strange Things Happen,"Dickey Lee
",NA,1965,NA,NA,TRUE,0.686,0.486,F,-5.771,major,0.0288,0.687,0,0.0922,0.382,119.521,1UO56LXSG81eZJYAhjtv7G,186347,4,F major
Baby Dont Go,15CatBJBZlCFWkZSXbwzzy,72,Baby Dont Go,"Sonny & Cher
",NA,1965,NA,NA,TRUE,0.54,0.492,C,-9.087,major,0.0286,0.473,0,0.046,0.552,121.832,15CatBJBZlCFWkZSXbwzzy,194400,4,C major
It Aint Me Babe,5Vy8PKv7gS5WDR1EUuk0Bf,73,It Aint Me Babe,"The Turtles
",NA,1965,NA,NA,TRUE,0.418,0.547,G,-5.992,major,0.0335,0.253,0,0.0941,0.574,122.096,5Vy8PKv7gS5WDR1EUuk0Bf,133960,4,G major
Tell Her No,5FNRngWeBEpR8BiGLlNm2l,74,Tell Her No,"The Zombies
",NA,1965,NA,NA,TRUE,0.757,0.435,G#,-10.139,minor,0.032,0.339,0.396,0.0997,0.942,135.639,5FNRngWeBEpR8BiGLlNm2l,126600,4,G# minor
I Go To Pieces,2yi1HjKqErtxTjK2v5TtjW,75,I Go to Pieces,"Peter and Gordon
",NA,1965,NA,NA,TRUE,0.579,0.618,E,-8.237,major,0.0275,0.624,1.29e-5,0.412,0.897,112.07,2yi1HjKqErtxTjK2v5TtjW,145267,4,E major
Red Roses For A Blue Lady,2U8i316GHJMluI42xqbThK,76,Red Roses for a Blue Lady,"Vic Dana
",NA,1965,NA,NA,TRUE,0.364,0.332,B,-11.507,major,0.0311,0.78,0,0.215,0.287,110.259,2U8i316GHJMluI42xqbThK,170360,4,B major
The Tracks Of My Tears,3AR9uXc8JbOVfe92kzmJTH,78,The Tracks of My Tears,"The Miracles
",NA,1965,NA,NA,TRUE,0.488,0.335,G,-10.789,major,0.0268,0.664,0,0.173,0.708,96.333,3AR9uXc8JbOVfe92kzmJTH,174360,4,G major
Too Many Rivers,54NQrfMVjRkM5M9I3St3yC,79,Too Many Rivers,"Brenda Lee
",NA,1965,NA,NA,TRUE,0.623,0.302,F,-12.655,major,0.0296,0.635,2.01e-5,0.113,0.647,97.882,54NQrfMVjRkM5M9I3St3yC,168960,4,F major
I Like It Like That In the Style of Dave Clark Five Performance Track with Demonstration Vocals,5tbBnDUXMr5CNwviGh4Gtj,80,I Like It Like That,"The Dave Clark Five
",NA,1965,NA,NA,TRUE,0.672,0.531,A,-8.037,major,0.0638,0.724,0,0.212,0.846,142.198,5tbBnDUXMr5CNwviGh4Gtj,96916,4,A major
Little Things  Digital ReRecording,5OuaVW3oX6BJQRFqGxbiwc,81,Little Things,"Bobby Goldsboro
",NA,1965,NA,NA,TRUE,0.876,0.535,D,-14.025,major,0.0368,0.226,0.00242,0.0849,0.903,129.166,5OuaVW3oX6BJQRFqGxbiwc,149133,4,D major
True Love Ways,2fGe1krTxovW7xsgiaHkrN,82,True Love Ways,"Peter and Gordon
",NA,1965,NA,NA,TRUE,0.357,0.476,A,-9.592,major,0.036,0.374,4.65e-6,0.333,0.468,113.403,2fGe1krTxovW7xsgiaHkrN,159107,4,A major
Its The Same Old Song  Single Version  Mono,4Gze0ue7aBwvQjkkkIGE9g,83,Its the Same Old Song,"Four Tops
",NA,1965,NA,NA,TRUE,0.715,0.898,D,-2.205,minor,0.0313,0.151,0,0.0327,0.991,126.336,4Gze0ue7aBwvQjkkkIGE9g,166133,4,D minor
Youve Got Your Troubles  Remastered,4g2B1iGsws8hpI5c2Rx7Ko,84,Youve Got Your Troubles,"The Fortunes
",NA,1965,NA,NA,TRUE,0.628,0.764,E,-9.184,major,0.0319,0.28,0,0.415,0.587,131.469,4g2B1iGsws8hpI5c2Rx7Ko,208144,4,E major
Hold What Youve Got,545PsoburZUtR9z75I2wjj,85,Hold What Youve Got,"Joe Tex
",NA,1965,NA,NA,TRUE,0.529,0.218,G,-16.522,major,0.0435,0.804,0,0.117,0.307,101.735,545PsoburZUtR9z75I2wjj,187840,3,G major
We Gotta Get Out Of This Place  UK Single Version,5geF5xzPGHxpmk9BDBHphZ,86,We Gotta Get out of This Place,"The Animals
",NA,1965,NA,NA,TRUE,0.53,0.62,F,-5.378,major,0.0337,0.452,1.2e-6,0.0965,0.428,124.013,5geF5xzPGHxpmk9BDBHphZ,194600,4,F major
Laugh Laugh,66V3speCvzVe6lUnIezZ0J,87,Laugh Laugh,"The Beau Brummels
",NA,1965,NA,NA,TRUE,0.486,0.683,C#,-8.768,minor,0.0541,0.299,0,0.0987,0.745,128.723,66V3speCvzVe6lUnIezZ0J,176733,4,C# minor
The Last Time  Remastered 2002,7foiOmd1Je7Z0D3TaZCDro,88,The Last Time,"The Rolling Stones
",NA,1965,NA,NA,TRUE,0.329,0.926,A,-5.146,major,0.0629,0.129,0.852,0.745,0.385,167.435,7foiOmd1Je7Z0D3TaZCDro,221493,4,A major
Do You Believe in Magic,1udKn1oNKYQSQ9OmiIWCMu,89,Do You Believe in Magic,"The Lovin' Spoonful
",NA,1965,NA,NA,TRUE,0.552,0.742,C,-7.963,major,0.0454,0.218,0,0.339,0.751,138.591,1udKn1oNKYQSQ9OmiIWCMu,125827,4,C major
All I Really Want To Do,7mkhdRep3PFme6KECigXsS,90,All I Really Want to Do,"Cher
",NA,1965,NA,NA,TRUE,0.547,0.245,D#,-15.926,major,0.0356,0.331,0,0.22,0.227,124.575,7mkhdRep3PFme6KECigXsS,178147,4,D# major
Take Me Back,6VARqNnflC1wgBnH4jYWjz,91,Take Me Back,"Little Anthony and the Imperials
",NA,1965,NA,NA,TRUE,0.447,0.321,A#,-11.353,major,0.0434,0.765,4e-5,0.333,0.246,94.115,6VARqNnflC1wgBnH4jYWjz,158467,4,A# major
I Want Candy,7JoPxqrnT3eq02AnflBSiN,92,I Want Candy,"The Strangeloves
",NA,1965,NA,NA,TRUE,0.669,0.848,G#,-10.072,minor,0.03,0.0273,0.0869,0.0881,0.661,102.048,7JoPxqrnT3eq02AnflBSiN,177507,4,G# minor
Ooo Baby Baby,5RoOpSqvVg2jPdSfwm22wh,93,Ooo Baby Baby,"The Miracles
",NA,1965,NA,NA,TRUE,0.186,0.338,G,-9.362,major,0.0291,0.81,0,0.159,0.42,178.681,5RoOpSqvVg2jPdSfwm22wh,164160,3,G major
Laugh At Me,06uNIJMlgHMNNid6PL0tzb,94,Laugh at Me,"Sonny
",NA,1965,NA,NA,TRUE,0.524,0.772,G,-8.382,major,0.0332,0.239,0,0.615,0.729,108.098,06uNIJMlgHMNNid6PL0tzb,175400,4,G major
Treat Her Right,2dq2J24oIF67Uvttut4dv7,95,Treat Her Right,"Roy Head
",NA,1965,NA,NA,TRUE,0.602,0.625,C,-7.517,major,0.061,0.375,0.00281,0.308,0.959,162.315,2dq2J24oIF67Uvttut4dv7,125893,4,C major
The Race Is On,7tTD5I9ZyXAxH4LoWPHMJR,96,The Race Is On,"Jack Jones
",NA,1965,NA,NA,TRUE,0.576,0.784,F#,-7.951,major,0.039,0.729,0,0.123,0.932,91.259,7tTD5I9ZyXAxH4LoWPHMJR,107827,3,F# major
